3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,55,55,55,55,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,31,31,31,31,4,4,4,4,39,4,4,4,4,4,38,38,4,4,4,4,51,51,51,4,39,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,4,4,4,4,4,4,38,38,38,4,4,4,4,4,4,39,4,4
4,4,4,31,31,31,31,31,4,4,4,4,4,38,38,4,4,4,4,4,4,39,4,4,4,4,4,4,4,4,4,38,38,38,4,4,4,39,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,38,4,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,39,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,38,38,4,4,4,57,4,4,4,4,4,38,38,4,4,51,51,51,51,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,38,38,38,38,4,4,4,4,57,57,4,4,4,4,4,38,4,4,4,4,4,4,4,30,4,4,4,39,39,39,39,39,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,57,58,57,4,4,4,4,4,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,34,4,4,4
4,4,4,4,4,4,4,4,4,4,57,58,57,4,4,4,4,4,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,34,34,4,4
4,4,4,4,38,38,38,4,4,4,57,58,4,57,4,4,4,4,4,4,4,4,32,32,32,4,4,4,55,55,55,55,55,4,4,4,4,34,34,4
4,4,4,4,4,4,4,4,4,4,57,58,4,57,4,4,4,4,4,4,4,4,4,4,32,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,38,38,4,4,4,4,4,4,4,4,4,4,4,4,55,55,4,4,4,4,4,32,32,4,4,4,4,4,4,4,4,4,34,34,4,4,4
4,4,4,4,38,38,38,38,38,4,4,4,55,55,55,55,55,55,4,4,4,32,32,32,4,4,4,4,4,4,4,4,34,34,34,34,39,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,4,4,4,4,4,4,4,39,4,4,4
4,4,4,4,4,4,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,38,4,4,4,4,39,39,39,4,39,4,4,4
50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,38,38,38,38,4,4,4,4,4,4,4,4,4,4,39,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,39,4,4,4,4,4,4,4,4,39,4,39,4,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,39,4,4,4,30,4,4,4,4,4,4,39,4,4,4,4,4,4,34,34,34,34,34,4,4,50,50,50,4,4,4,4,4,4,4,4,4
4,4,4,39,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,39,39,39,4,4
4,4,4,39,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,4,4
4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55,55,55,55,55,55,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,30,4,55,55,55,55,55,4,4,4,4,4,4,34,34,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
30,30,30,30,30,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,39,39,39,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,36,36,36,36,36,36,36,36,36,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18
